,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,Layer1SDD,Layer1Flash_storage,HDD,SSD,Hybrid,Flash_Storage
211,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,125321,127.0,0,0,0,0,1,256,0,0
212,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,No OS,2.1,31085,141.0,0,0,0,0,500,0,0,0
213,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,No OS,2.2,48899,141.0,0,0,0,0,0,256,0,0
215,Dell,Ultrabook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.4,83003,166.0,1,0,0,0,0,256,0,0
216,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.8,52462,106.0,0,0,0,0,1,0,0,0
217,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.63,91831,157.0,0,0,0,0,0,256,0,0
218,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.6,102341,157.0,0,0,0,0,0,256,0,0
219,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel UHD,Windows 10,1.62,113921,166.0,0,1,0,0,0,512,0,0
220,Dell,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Linux,2.2,60332,141.0,0,0,0,0,0,256,0,0
221,Lenovo,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.74,80074,157.0,1,0,0,0,0,256,0,0
222,Toshiba,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.2,121402,166.0,0,0,0,0,0,256,0,0
223,HP,Notebook,Intel Core i5,8,1TB HDD,Intel UHD,Windows 10,2.1,70722,141.0,0,0,0,0,1,0,0,0
224,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,218786,127.0,1,0,0,0,1,256,0,0
225,Acer,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,74106,141.0,0,0,0,0,0,256,0,0
226,Dell,Notebook,Intel Core i7,16,1TB HDD,AMD Radeon,Windows 10,2.3,76512,141.0,0,1,0,0,1,0,0,0
227,Asus,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,68495,141.0,0,0,0,0,0,256,0,0
228,Asus,Notebook,Intel Core i5,8,256GB SSD +  500GB HDD,Nvidia GeForce,Windows 10,2.69,79361,127.0,0,0,0,0,500,256,0,0
229,HP,Notebook,Intel Core i7,8,1TB HDD,AMD FirePro,Windows 10,1.9,113030,141.0,0,0,0,0,1,0,0,0
230,Asus,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.37,35538,100.0,0,0,0,0,1,0,0,0
231,HP,Notebook,AMD E-Series,4,500GB HDD,AMD Radeon,Windows 10,2.1,29393,100.0,0,0,0,0,500,0,0,0
232,Lenovo,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.2,133516,141.0,1,0,0,0,1,256,0,0
233,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,76511,157.0,0,0,0,0,0,256,0,0
234,Acer,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,61369,166.0,1,1,0,0,0,256,0,0
235,Dell,Notebook,Intel Core i7,16,256GB SSD,AMD Radeon,Linux,2.36,80074,141.0,0,0,0,0,0,256,0,0
236,Acer,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Linux,2.1,34737,100.0,0,0,0,0,1,0,0,0
237,Asus,Notebook,AMD A-Series,4,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.2,51215,141.0,0,0,0,0,1,128,0,0
238,Asus,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.7,346482,127.0,0,0,0,0,1,512,0,0
239,Acer,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.5,75353,141.0,1,0,0,0,0,256,0,0
240,Lenovo,Notebook,Intel Core i3,8,128GB SSD,Intel HD,Windows 10,2.2,52462,100.0,0,0,0,0,0,128,0,0
241,Asus,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.1,101985,127.0,0,0,0,0,1,128,0,0
242,Asus,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.69,79183,127.0,0,0,0,0,1,128,0,0
243,Dell,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.56,78293,141.0,0,0,0,0,0,256,0,0
245,Dell,Notebook,Intel Core i7,8,128GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.2,87734,141.0,0,0,0,0,2,128,0,0
246,HP,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.04,49790,100.0,0,1,0,0,1,0,0,0
247,Asus,Gaming,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,3.6,267121,127.0,0,0,0,0,0,256,0,0
248,HP,Notebook,Intel Core i5,4,500GB HDD,Intel UHD,Windows 10,1.49,60122,166.0,1,0,0,0,500,0,0,0
249,Apple,Ultrabook,Intel Core i5,8,512GB SSD,Intel Iris,Mac OS,1.37,181703,227.0,1,0,0,0,0,512,0,0
250,Dell,2 in 1 Convertible,Intel Core i7,8,1TB HDD,Intel UHD,Windows 10,2.08,72948,141.0,1,1,0,0,1,0,0,0
251,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,160237,127.0,0,0,0,0,1,256,0,0
252,Asus,Notebook,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,1.68,41774,100.0,0,0,0,0,1,0,0,0
254,Acer,Notebook,Intel Core i3,4,256GB SSD,Nvidia GeForce,Windows 10,3.0,62527,127.0,1,0,0,0,0,256,0,0
255,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,1.41,84527,166.0,0,0,0,0,0,256,0,0
256,HP,Notebook,AMD A-Series,8,128GB SSD,AMD Radeon,Windows 10,1.91,39716,100.0,0,0,0,0,0,128,0,0
257,HP,Notebook,Intel Core i7,16,1TB HDD,Nvidia GeForce,Windows 10,2.9,94325,127.0,1,0,0,0,1,0,0,0
258,MSI,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.14,222586,127.0,0,0,0,0,1,512,0,0
259,Lenovo,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows 10,2.0,151330,141.0,1,1,0,0,0,512,0,0
260,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.8,101718,127.0,0,0,0,0,1,128,0,0
261,Lenovo,Notebook,Intel Core i3,4,256GB SSD,Intel HD,No OS,2.2,39547,141.0,0,0,0,0,0,256,0,0
262,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,64309,141.0,1,0,0,0,500,0,0,0
263,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.18,58519,141.0,0,0,0,0,1,0,0,0
264,Dell,Notebook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.24,50325,141.0,0,0,0,0,1,0,0,0
265,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,2.67,71167,141.0,0,1,0,0,0,256,0,0
266,Asus,2 in 1 Convertible,Intel Core i7,8,512GB SSD +  512GB SSD,Intel UHD,Windows 10,1.1,133516,166.0,0,1,0,0,0,1024,0,0
267,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Intel HD,No OS,2.2,41596,141.0,0,0,0,0,1,0,0,0
268,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.5,90673,127.0,0,0,0,0,1,0,0,0
269,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,2.05,78382,141.0,0,0,0,0,0,256,0,0
270,Apple,Ultrabook,Intel Core i5,8,512GB SSD,Intel Iris,Mac OS,1.37,174479,227.0,1,0,0,0,0,512,0,0
271,Asus,Gaming,AMD Ryzen Series,16,256GB SSD +  1TB HDD,AMD Radeon,Windows 10,3.2,137969,127.0,0,0,0,0,1,256,0,0
272,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.14,65473,141.0,0,0,0,0,0,256,0,0
273,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.36,222586,210.0,0,1,0,0,0,512,0,0
274,Toshiba,Notebook,Intel Core i7,8,500GB HDD,Nvidia GeForce,Windows 10,2.2,72325,100.0,0,0,0,0,500,0,0,0
275,Dell,Notebook,Intel Core i7,12,1TB HDD,Intel HD,Windows 10,2.3,63513,100.0,0,0,0,0,1,0,0,0
276,Dell,Notebook,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Linux,2.8,97888,127.0,0,0,0,0,1,128,0,0
277,Acer,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,66357,141.0,1,0,0,0,1,0,0,0
278,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.8,43555,106.0,0,0,0,0,1,0,0,0
279,Lenovo,Notebook,Intel Core i7,8,2TB HDD,Nvidia GeForce,No OS,2.8,75620,127.0,0,0,0,0,2,0,0,0
280,Lenovo,Notebook,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,76511,106.0,0,0,0,0,1,128,0,0
281,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.25,38122,141.0,0,0,0,0,1,0,0,0
282,Lenovo,Gaming,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.5,73839,141.0,1,0,0,0,0,256,0,0
283,Lenovo,Notebook,Intel Core i5,6,256GB SSD,Intel HD,Windows 10,2.2,51572,141.0,0,0,0,0,0,256,0,0
284,Acer,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,3.0,84706,141.0,1,0,0,0,0,256,0,0
285,Acer,Notebook,Intel Core i7,12,1TB HDD,Intel HD,Windows 10,2.15,58697,141.0,1,1,0,0,1,0,0,0
286,Lenovo,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.95,97710,141.0,1,0,0,0,0,256,0,0
287,Asus,Ultrabook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.7,87021,141.0,0,0,0,0,0,256,0,0
288,Lenovo,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,105014,141.0,1,0,0,0,1,256,0,0
289,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,58698,141.0,0,0,0,0,1,0,0,0
290,Acer,Notebook,Other Intel Processor,2,16GB SSD,Intel HD,Chrome OS,2.19,17725,100.0,0,0,0,0,0,16,0,0
291,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,3.0,105726,127.0,0,0,0,0,1,0,0,0
292,HP,Notebook,Intel Core i3,8,1TB HDD,Intel HD,Windows 10,2.54,43555,106.0,0,0,0,0,1,0,0,0
293,Dell,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,162909,141.0,0,0,0,0,0,256,0,0
294,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel UHD,Windows 10,2.05,65823,141.0,0,0,0,0,0,256,0,0
295,Lenovo,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,3.2,115702,141.0,1,0,0,0,1,0,0,0
296,Acer,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,2.5,87200,141.0,0,0,0,0,0,256,0,0
297,Dell,Workstation,Intel Core i7,16,256GB SSD,Nvidia Quadro,Windows 10,3.42,256954,127.0,0,0,0,0,0,256,0,0
298,Lenovo,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.4,44446,141.0,0,0,0,0,1,0,0,0
299,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,1.63,130755,141.0,0,0,0,0,0,512,0,0
300,Asus,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.3,45337,112.0,0,0,0,0,0,128,0,0
301,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,189007,127.0,0,0,0,0,1,256,0,0
302,Lenovo,Notebook,Intel Core i5,6,1TB HDD,Nvidia GeForce,Windows 10,2.8,57806,106.0,0,0,0,0,1,0,0,0
303,Lenovo,Notebook,Intel Core i5,8,2TB HDD,Nvidia GeForce,No OS,2.2,48899,100.0,0,0,0,0,2,0,0,0
304,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,112674,141.0,0,0,0,0,1,128,0,0
305,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,No OS,2.2,32064,100.0,0,0,0,0,1,0,0,0
306,HP,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.28,175913,166.0,0,1,0,0,0,256,0,0
307,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.2,92900,141.0,1,0,0,0,0,256,0,0
308,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,72948,141.0,0,0,0,0,1,128,0,0
309,HP,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.86,41774,141.0,0,0,0,0,1,0,0,0
310,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.1,88981,166.0,1,0,0,0,0,256,0,0
311,Dell,Ultrabook,Intel Core i7,16,1TB SSD,Intel UHD,Windows 10,1.21,222586,331.0,1,1,0,0,0,1,0,0
312,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,186958,141.0,1,0,0,0,1,256,0,0
313,Acer,Notebook,AMD A-Series,8,256GB SSD,AMD Radeon,Windows 10,2.23,41774,141.0,0,0,0,0,0,256,0,0
314,Asus,2 in 1 Convertible,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.1,24494,135.0,0,1,0,1,0,0,0,32
315,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.33,75175,141.0,0,0,0,0,1,128,0,0
316,HP,2 in 1 Convertible,Intel Core i7,16,1TB SSD,Intel UHD,Windows 10,1.29,218132,331.0,1,1,0,0,0,1,0,0
317,Lenovo,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.45,40963,118.0,0,0,0,1,0,0,0,16
318,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,87289,157.0,0,0,0,0,0,256,0,0
319,Acer,Notebook,Other Intel Processor,4,128GB Flash Storage,Intel HD,Windows 10,1.4,43199,135.0,0,0,0,1,0,0,0,128
320,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.48,115078,157.0,0,0,0,0,0,256,0,0
321,Lenovo,Notebook,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.79,52462,106.0,0,0,0,0,1,0,0,0
322,Asus,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,97443,157.0,0,0,0,0,0,256,0,0
323,HP,Notebook,Intel Core i7,8,1TB HDD,Intel UHD,Windows 10,2.1,80341,100.0,1,0,0,0,1,0,0,0
324,Acer,Notebook,AMD A-Series,8,256GB SSD,AMD Radeon,Windows 10,2.2,58697,100.0,0,0,0,0,0,256,0,0
325,Lenovo,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.44,26008,112.0,0,0,0,1,0,0,0,32
326,Acer,Notebook,Intel Core i5,6,1TB HDD,Intel HD,Windows 10,2.23,48899,100.0,0,0,0,0,1,0,0,0
327,Asus,Ultrabook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.7,93515,141.0,0,0,0,0,0,256,0,0
328,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.26,118908,176.0,0,0,0,0,0,256,0,0
329,Dell,Notebook,Intel Core i7,32,1TB SSD,Nvidia GeForce,Windows 10,2.06,235056,282.0,0,1,0,0,0,1,0,0
330,MSI,Gaming,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,106795,127.0,0,0,0,0,1,256,0,0
331,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,83993,141.0,1,0,0,0,0,256,0,0
332,Asus,Notebook,Intel Core i7,8,256GB SSD +  1TB HDD,Intel HD,Windows 10,2.0,118819,157.0,0,0,0,0,1,256,0,0
333,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,1.85,39992,141.0,0,0,0,0,1,0,0,0
334,Asus,Gaming,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.5,88981,141.0,0,0,0,0,0,256,0,0
335,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.48,112941,157.0,0,0,0,0,0,256,0,0
336,Dell,Ultrabook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.9,93434,141.0,1,0,0,0,1,128,0,0
337,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.84,101896,141.0,0,0,0,0,0,256,0,0
338,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.0,24493,100.0,0,0,0,0,1,0,0,0
339,Dell,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.0,101785,141.0,0,0,0,0,0,256,0,0
340,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,24485,100.0,0,0,0,0,500,0,0,0
341,Lenovo,Notebook,AMD A-Series,12,2TB HDD,AMD Radeon,Windows 10,2.2,80074,141.0,0,0,0,0,2,0,0,0
342,HP,Notebook,Intel Core i3,8,1TB HDD,Nvidia GeForce,Windows 10,2.1,63774,141.0,1,0,0,0,1,0,0,0
344,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,1.2,140642,166.0,0,0,0,0,0,256,0,0
345,Lenovo,Gaming,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.4,100560,141.0,1,0,0,0,2,256,0,0
346,HP,Notebook,Other Intel Processor,2,32GB Flash Storage,Intel HD,Windows 10,1.44,24851,112.0,0,0,0,1,0,0,0,32
347,Dell,Ultrabook,Intel Core i7,16,512GB SSD +  256GB SSD,Intel UHD,Windows 10,1.88,143221,141.0,0,0,0,0,0,768,0,0
348,Asus,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,33401,135.0,0,1,0,1,0,0,0,32
349,Dell,Ultrabook,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,1.9,59053,141.0,0,0,0,0,1,0,0,0
350,Dell,Notebook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.06,180582,282.0,0,1,0,0,0,512,0,0
351,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,116147,141.0,0,0,0,0,0,256,0,0
352,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,125500,127.0,0,0,0,0,1,128,0,0
353,HP,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.6,154828,141.0,0,0,0,0,0,256,0,0
354,Toshiba,Notebook,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.4,124965,141.0,1,0,0,0,0,512,0,0
355,Dell,Notebook,Intel Core i7,8,128GB SSD +  2TB HDD,AMD Radeon,Windows 10,2.02,86478,141.0,0,0,0,0,2,128,0,0
356,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,No OS,2.2,28680,100.0,0,0,0,0,1,0,0,0
357,Dell,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.65,88981,141.0,0,0,0,0,1,0,0,0
358,Dell,Notebook,Intel Core i5,8,2TB HDD,Intel HD,Windows 10,2.36,49645,100.0,0,1,0,0,2,0,0,0
359,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,127103,157.0,0,0,0,0,0,256,0,0
360,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.86,39102,100.0,0,0,0,0,500,0,0,0
361,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.0,84171,157.0,0,0,0,0,0,256,0,0
362,Lenovo,Notebook,Intel Core i5,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,64041,106.0,0,0,0,0,1,128,0,0
363,HP,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,1.86,56916,141.0,0,0,0,0,1,0,0,0
364,Lenovo,Notebook,Intel Core i3,8,256GB SSD,Nvidia GeForce,No OS,2.2,44446,100.0,0,0,0,0,0,256,0,0
365,HP,Notebook,Other Intel Processor,8,2TB HDD,Intel HD,Windows 10,2.04,34648,100.0,0,0,0,0,2,0,0,0
366,Dell,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.8,96641,127.0,0,0,0,0,1,128,0,0
367,Lenovo,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,72058,141.0,1,0,0,0,1,128,0,0
368,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,2.33,80074,141.0,0,0,0,0,0,256,0,0
369,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,155872,157.0,1,0,0,0,0,256,0,0
370,Asus,2 in 1 Convertible,Intel Core i7,12,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.26,97888,141.0,0,1,0,0,2,512,0,0
371,Acer,Notebook,AMD A-Series,4,128GB SSD,AMD Radeon,Windows 10,2.1,37944,100.0,0,0,0,0,0,128,0,0
372,Asus,Gaming,AMD Ryzen Series,16,256GB SSD +  1TB HDD,AMD Radeon,Windows 10,3.25,195865,127.0,1,0,0,0,1,256,0,0
373,Lenovo,Notebook,AMD A-Series,4,128GB SSD,AMD Radeon,Windows 10,2.6,43555,106.0,0,0,0,0,0,128,0,0
374,Dell,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel UHD,Windows 10,1.62,77403,166.0,0,1,0,0,0,256,0,0
375,HP,Notebook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,1.91,43554,141.0,0,0,0,0,0,256,0,0
376,Lenovo,Netbook,Other Intel Processor,4,128GB SSD,Intel HD,Windows 10,1.59,49256,135.0,1,0,0,0,0,128,0,0
377,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,1.8,27523,100.0,0,0,0,0,500,0,0,0
378,Asus,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,25474,112.0,0,0,0,1,0,0,0,32
379,Acer,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.4,75353,141.0,0,0,0,0,1,0,0,0
380,HP,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,106082,127.0,1,0,0,0,1,128,0,0
381,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,No OS,1.85,35940,141.0,0,0,0,0,0,128,0,0
382,Asus,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.3,147411,141.0,1,0,0,0,1,128,0,0
383,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.5,97888,157.0,1,0,0,0,0,256,0,0
384,Asus,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.1,155775,166.0,0,1,0,0,0,512,0,0
385,Lenovo,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.13,203258,210.0,1,0,0,0,0,512,0,0
386,Lenovo,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,1.5,48899,166.0,1,0,0,0,0,128,0,0
387,Dell,Workstation,Intel Core i5,8,500GB HDD,AMD FirePro,Windows 10,2.23,121937,141.0,0,0,0,0,500,0,0,0
388,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,2.0,190164,141.0,1,0,0,0,0,256,0,0
389,Lenovo,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.42,223477,210.0,0,1,0,0,0,512,0,0
390,Asus,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,3.0,92544,127.0,0,0,0,0,1,0,0,0
391,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.0,141710,127.0,0,0,0,0,1,256,0,0
392,Acer,Notebook,Intel Core i5,12,1TB HDD,Nvidia GeForce,Windows 10,2.2,61814,100.0,1,0,0,0,1,0,0,0
393,MSI,Gaming,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.7,120155,127.0,0,0,0,0,0,256,0,0
394,Dell,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.33,69374,141.0,0,0,0,0,0,256,0,0
395,HP,Ultrabook,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,1.91,44446,141.0,0,0,0,0,0,256,0,0
396,Lenovo,Notebook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,2.1,109517,141.0,1,0,0,0,0,256,0,0
397,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.9,83548,157.0,1,0,0,0,0,256,0,0
398,Dell,Workstation,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 10,1.78,241558,282.0,0,1,0,0,0,256,0,0
399,Lenovo,Ultrabook,Intel Core i7,16,1TB SSD,Intel HD,Windows 10,1.13,233809,210.0,1,0,0,0,0,1,0,0
400,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.2,27255,100.0,0,0,0,0,1,0,0,0
401,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,136188,127.0,0,0,0,0,1,256,0,0
402,Lenovo,Notebook,Intel Core i5,8,256GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,101941,141.0,1,0,0,0,1,256,0,0
403,Acer,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,2.5,78293,141.0,0,0,0,0,0,256,0,0
404,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.8,200318,127.0,0,0,0,0,1,256,0,0
405,Asus,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.1,166828,157.0,0,0,0,0,0,512,0,0
406,Toshiba,Ultrabook,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.2,155605,166.0,0,0,0,0,0,512,0,0
407,Dell,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.36,149638,157.0,0,0,0,0,0,512,0,0
408,Lenovo,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.2,36430,141.0,0,0,0,0,500,0,0,0
